,mol,density,BCUT_SMR_3,diameter,ASA_P,MNDO_E,PM3_E,AM1_Eele,ASA,dipoleX,pmiX,PM3_dipole,vsurf_EDmin1,vsurf_EDmin3,FASA+,FASA-,FASA_H,MNDO_dipole,MNDO_Eele,npr2,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_W6,vsurf_Wp1,vsurf_Wp4,Q_VSA_FPOL,reactive,SMR_VSA1,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,h_emd,h_pavgQ,h_pstates,apol,Kier2,mutagenic,PEOE_VSA+5,PEOE_VSA-1,PEOE_VSA-6,vdw_area,GCUT_PEOE_0,GCUT_SLOGP_0,GCUT_SLOGP_2,logP(o/w)
138,O(Cc1c(OC)cc(CO)cc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71559608,2.7763929,15,223.09578,-112084.95,-102239.16,-950187.63,621.66339,-0.96546531,1792.1293,21.243319,-3.7683415,-3.5745225,0.76596838,0.23403165,0.64113092,21.765894,-912783.56,0.77192485,2.1908586,0.19451568,1.9460778,16.0,1093.75,72.875,0.41959763,0,47.385002,9.5567245,0.0,37.736813,32.536285,0.69987935,3.3512657,62.436203,11.4075,0,11.190562,64.213699,12.775052,401.98123,-0.79047024,-2.2037065,0.12146553,4.6020002
139,O(Cc1c(OC)cccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70975024,2.7763643,13,154.7505,-101040.91,-92015.859,-830763.5,594.19281,-1.3402692,936.0929,17.545525,-3.3308883,-3.2377582,0.73870665,0.26129335,0.7395618,17.969147,-802904.0,0.6548391,4.1603155,0.30320674,1.745461,12.25,1060.75,63.125,0.36194399,0,21.999775,6.37115,0.0,37.736813,30.68721,0.70018649,3.3510554,58.540619,10.518627,0,11.190562,76.468605,5.0075121,374.71918,-0.78842586,-2.203706,0.13786477,5.0869999
140,O(Cc1ccccc1)c1c(NCCCC)nc(N)nc1,0.69930953,2.7968321,12,147.60956,-77302.055,-69827.727,-530741.06,507.3407,0.2880874,291.08734,2.3224792,-2.8527997,-2.6592982,0.75692582,0.24307418,0.70905238,2.1261296,-517648.19,0.70863807,6.1190252,0.19796185,1.9482156,21.125,907.875,33.375,0.40242827,0,44.570946,3.185575,0.0,37.736813,9.298008,0.018759297,1.1004337,44.937859,9.1065092,1,0.0,88.723511,2.503756,298.87906,-0.81036621,-1.335176,0.16445385,2.415
141,O(Cc1ccccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.69865441,2.7763233,13,162.84648,-90006.648,-81799.469,-689607.31,607.5307,-1.3875165,2232.9236,17.268465,-3.1231291,-2.9820476,0.71682936,0.28317064,0.7319535,15.635524,-681370.63,0.78118414,4.8528271,0.3166385,1.7326781,10.25,1082.75,69.75,0.3887009,0,10.999887,6.37115,0.0,37.736813,29.438538,0.703161,3.3495047,54.645031,9.6297579,0,11.190562,100.97842,2.503756,342.4834,-0.78216559,-2.2037044,0.14714266,5.1329999
142,O(Cc1cn(C)nc1)c1c(NCCCC)nc(N)nc1,0.72924328,2.796845,12,191.32336,-80952.711,-71828.094,-546600.0,537.76929,0.74940091,2181.0286,2.8275902,-2.9829385,-2.8368804,0.8095718,0.19042821,0.6442278,2.5654531,-541229.88,0.91025823,3.7330172,0.11207159,1.9037156,26.75,938.0,45.875,0.4821116,0,63.010525,3.185575,0.0,37.736813,10.409548,0.013686078,1.082333,43.617859,8.4444447,1,0.0,27.44899,2.503756,303.7561,-0.85386485,-1.3351754,0.054200001,0.38999999
143,O(Cc1cnccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71485394,2.7763033,13,168.41473,-91503.875,-82447.719,-699575.0,560.47986,2.7137001,2733.1033,20.130518,-2.933919,-2.839119,0.7492246,0.25077537,0.69951689,20.320955,-692855.75,0.69117689,3.4498563,0.24817233,1.9906523,14.0,1058.75,63.75,0.40750113,0,27.785418,6.37115,0.0,37.736813,30.00589,0.70986378,3.5426071,53.318237,9.6297579,0,11.190562,51.958797,2.503756,340.62769,-0.78202474,-2.2037044,0.14692566,3.9000001
144,O(Cc1n(C)nc(C)c1)c1c(NCCCC)nc(N)nc1,0.71985298,2.796917,12,178.41066,-84563.75,-75280.531,-597013.31,561.54755,0.10292695,2397.1687,3.2592375,-2.7849765,-2.7173574,0.75421208,0.24578789,0.68228751,3.1143341,-584807.81,0.73057407,3.8158302,0.12422221,1.9270322,34.375,997.375,50.5,0.42493144,0,63.010525,5.513495,0.0,37.736813,10.46708,0.014700734,1.0946858,46.711445,8.5850182,1,0.0,27.44899,2.503756,320.98819,-0.84720403,-1.3351774,0.054200001,0.64899999
145,O(Cc1[n+]c(C)sc1)c1c(NCCCC)nc(N)nc1,0.76357567,2.7968252,12,155.70125,-81307.086,-72248.5,-564358.81,518.49115,-1.0099305,822.34772,5.6024027,-3.4815099,-3.3641329,0.70416772,0.29583228,0.69970316,10.194479,-556506.31,0.64045537,4.0328202,0.15232584,2.0322089,28.375,945.25,53.0,0.41849351,0,44.570946,3.6863215,0.0,37.736813,16.765274,0.49793187,2.1823523,45.417858,8.4444447,1,0.0,27.44899,2.503756,308.00095,-0.8102628,-1.4300553,0.20660879,1.8710001
146,O(Cc1nc2c(cc1)cccc2)c1c(NCCCC)nc(N)nc1,0.71485394,2.7967751,14,162.03992,-91239.203,-82111.492,-688057.88,540.66644,-0.58982247,389.32736,3.5695274,-2.8259871,-2.758122,0.73940223,0.2557559,0.70029593,3.7096255,-673756.44,0.81011665,4.0841088,0.12907155,2.0843008,35.25,994.625,37.375,0.39661297,0,61.356476,2.7567475,0.0,37.736813,10.37105,0.048749633,1.257185,51.984653,9.6297579,1,0.0,76.468605,2.503756,334.48105,-0.81032312,-1.3351772,0.16626985,2.5780001
147,O(Cc1nccc2c1cccc2)c1c(NCCCC)nc(N)nc1,0.71485394,2.7968018,13,163.49019,-91233.633,-82110.297,-678109.06,593.36633,0.34009758,455.64313,3.2377546,-3.4952044,-3.4183414,0.72374439,0.25986046,0.72447008,3.3659346,-669828.88,0.69992679,4.9648457,0.14652325,1.8592796,30.75,1052.875,43.625,0.37658328,0,61.356476,2.7567475,0.0,37.736813,10.308713,0.034597255,1.1939893,51.984653,9.6297579,1,0.0,76.468605,2.503756,334.48105,-0.81032413,-1.3351778,0.17083742,2.3640001
148,O(Cc1ncccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71485394,2.7762644,13,160.94145,-91512.805,-82458.711,-707084.75,585.29553,0.74497604,690.81464,13.462396,-3.394769,-3.3275642,0.73226213,0.26773784,0.7250253,13.891165,-693540.06,0.66094726,4.281611,0.28657261,1.7798239,11.5,1057.625,66.125,0.40750113,0,27.785418,5.9423227,0.0,37.736813,29.962994,0.70625627,3.5468776,53.318237,9.6297579,0,11.190562,51.958797,2.503756,340.62769,-0.78176284,-2.2037036,0.13975295,3.862
149,O(Cc1nccnc1)c1c(NCCCC)nc(N)nc1,0.73881662,2.7967477,12,179.14662,-80302.695,-71127.82,-528261.63,530.94818,0.036797836,1292.9176,1.537708,-2.7424777,-2.6787519,0.81354356,0.18645643,0.66259116,1.597764,-525038.19,0.68629169,2.4572556,0.098018043,2.0879855,33.0,975.125,44.625,0.44599238,0,78.142006,2.7567475,0.0,37.736813,10.12534,0.0089649912,1.0576813,42.284275,9.1065092,1,0.0,27.44899,2.503756,295.16769,-0.81031048,-1.3351758,0.15596825,0.10653
150,O(Cc1nn(C)c2c1cccc2)c1c(NCCCC)nc(N)nc1,0.72379255,2.7968466,13,172.91409,-93388.203,-83463.828,-720028.63,532.13116,-0.39831635,1702.7263,4.9411097,-2.4249792,-2.3851867,0.7343936,0.25967163,0.6750536,5.1932397,-715807.75,0.90114874,3.240762,0.12507547,2.013361,34.125,946.125,39.0,0.38010901,0,63.010525,2.7567475,0.0,37.736813,10.756914,0.0108723,1.068125,51.991447,9.087347,1,0.0,64.213699,2.503756,341.21378,-0.84433997,-1.3351777,0.14383376,1.785
151,O(Cc1nnccc1)c1c(NCCCC)nc(N)nc1,0.74043596,2.7967522,12,186.45538,-80294.242,-71110.141,-539579.31,512.10895,-0.88242114,390.36002,4.8903427,-2.734098,-2.6653132,0.72682703,0.27317294,0.63590676,5.4710226,-534354.81,0.79114515,3.6457455,0.077365361,2.0547276,36.75,916.875,41.75,0.47373915,0,77.896965,2.7567475,0.0,37.736813,10.107453,0.016777597,1.0914829,42.284275,9.1065092,1,0.0,27.44899,2.503756,293.6626,-0.81030154,-1.3351756,0.16177277,1.382
152,O(Cc1occn1)c1c(NCCCC)nc(N)nc1,0.75642163,2.796711,11,192.63812,-79676.563,-71061.82,-498379.75,521.57916,0.93573987,796.84576,3.5533385,-3.0529554,-2.9449611,0.75488025,0.24511978,0.63066369,3.7868855,-495897.13,0.78942513,2.9438341,0.098910913,1.8371581,39.875,926.625,46.75,0.50688201,0,61.356476,5.0199933,0.0,37.736813,9.7605686,0.015184434,1.084208,39.559483,8.3232002,1,0.0,27.44899,5.0075121,278.98651,-0.8140471,-1.335175,0.19028634,0.248
153,O=C(C(C)C)N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.70117974,2.8995247,11,219.83623,-83998.211,-75707.492,-644931.88,542.48529,-2.5732267,1868.0927,20.199129,-3.0953732,-3.0402567,0.81322449,0.18677548,0.59476095,19.641508,-634327.5,0.69049335,3.7859912,0.20880574,1.7940985,16.25,961.875,83.0,0.56722748,1,3.1243138,4.4107962,0.0,56.605217,31.249205,0.47536939,2.7868814,50.70541,8.0222225,0,11.190562,64.944344,0.0,328.21597,-0.84133393,-2.2042878,0.053752352,2.342
154,O=C(C)N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.71809834,2.8777704,10,214.63873,-76792.031,-68816.336,-530310.0,527.23364,0.076677665,130.90562,15.610429,-2.9405403,-2.8393714,0.7930842,0.20691583,0.59289634,14.816721,-528406.19,0.73221487,2.145282,0.16885252,1.8739077,16.0,931.625,75.625,0.57257724,1,3.1243138,0.0,0.0,56.605217,30.998442,0.47520122,2.7865019,44.518238,7.1358023,0,11.190562,27.44899,0.0,292.40677,-0.84132165,-2.2042844,0.065996379,1.497
155,O=C(C)N1Cc2nc(N)nc(NCCCC)c2CC1,0.71809834,2.8595281,11,200.87456,-76541.359,-68501.203,-518277.91,512.91461,0.48554149,1817.8875,3.3425016,-2.8211205,-2.7797308,0.76330566,0.23669432,0.60836643,3.4623878,-512243.63,0.84434813,2.4976954,0.12397103,1.9750252,21.75,868.0,45.625,0.56339949,0,36.695374,5.9423227,0.0,37.736813,10.63421,0.41727686,2.6350288,43.184654,7.1358023,1,0.0,27.44899,0.0,286.2601,-0.8409481,-1.3351994,0.085971646,0.161
156,O=C(C)c1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.71469396,2.7758584,10,191.79236,-73965.75,-66722.422,-491483.28,519.34448,-1.7085776,1917.8217,14.796846,-2.5566814,-2.523577,0.71020216,0.28979784,0.63070297,14.765738,-486447.5,0.68947017,3.2981753,0.19945394,1.9578383,10.5,929.375,79.125,0.49351469,1,0.0,30.233366,0.0,37.736813,29.246515,0.57049543,3.0110981,43.17786,7.1358023,0,11.190562,27.44899,0.0,279.00687,-0.78140575,-2.2036898,0.1432033,3.2809999
157,O=C(CC)N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.70911074,2.8855202,11,206.07323,-80396.148,-72259.477,-592836.13,524.84619,1.8810779,1223.3038,20.695993,-3.1771431,-2.9480147,0.83886892,0.1611311,0.60736454,19.356722,-583722.13,0.6323781,4.8492217,0.24007054,1.9378272,13.875,951.5,82.25,0.54071206,1,3.1243138,0.0,0.0,75.473625,31.128225,0.47528633,2.7866931,47.611824,7.8520408,0,11.190562,46.196667,0.0,309.63882,-0.8413223,-2.2042861,0.062798612,1.972
158,O=C(N(C(C)C)C)c1c2c(NCCCC)nc(N)[n+]c2ccc1,0.69684917,2.8158669,11,205.33789,-89792.336,-81049.023,-710261.94,564.41113,0.9959811,283.38416,8.6926289,-2.9723315,-2.8639853,0.72215557,0.27254102,0.63619095,11.003204,-696804.13,0.63992691,5.0365329,0.15703726,1.7853962,26.75,997.875,67.875,0.50537062,0,19.909843,27.047791,0.0,37.736813,19.826424,0.53713006,3.0650625,53.558617,8.909091,1,12.949531,45.386471,0.0,355.41458,-0.85122532,-1.4218085,0.14227228,2.898
159,O=C(N(C)C)c1cc2[N+]=C(N)NC(=[N+]CCCC)c2cc1,0.7116912,2.7759547,12,187.55569,-82672.969,-74268.281,-575164.25,572.04144,-2.7766526,1822.5588,15.979448,-2.5363119,-2.4965415,0.79793,0.20207003,0.67212915,15.528444,-571350.19,0.82049578,4.7094927,0.17963548,1.8295757,13.0,1020.125,76.875,0.43881044,0,3.1243138,30.233366,0.0,37.736813,30.533182,0.5606975,3.1970201,48.038239,8.0222225,0,24.140093,27.44899,0.0,324.02374,-0.85409766,-2.2036808,0.098291866,2.924
160,O=C(N(Cc1ccccc1)C)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.69737083,2.7797809,14,156.48203,-101644.24,-92077.031,-873249.06,572.10803,-0.35495079,1200.9401,17.169643,-2.4072702,-2.3489051,0.75080067,0.24919936,0.72648168,17.10615,-868705.38,0.79689169,3.0676961,0.18016121,1.9101226,16.875,1016.125,65.375,0.39383692,0,3.1243138,33.418941,0.0,37.736813,31.247068,0.53533679,3.0607686,61.265411,10.683761,0,24.140093,100.97842,0.0,394.52197,-0.84511364,-2.2037055,0.14707515,4.6729999
161,O=C(N)c1cc2[N+]=C(N)NC(=[N+]CCCC)c2cc1,0.73733282,2.7755063,11,262.09775,-75470.148,-67377.953,-495832.66,503.19168,0.13885224,146.77872,11.287813,-2.8402197,-2.7680657,0.73099065,0.26900932,0.4791294,11.856046,-491244.78,0.81294376,4.6678476,0.12720251,2.1619072,19.75,1013.0,105.875,0.60205996,0,0.0,30.233366,0.0,37.736813,32.4911,0.55721593,3.1904311,41.851067,7.1358023,0,11.190562,27.44899,6.6511192,275.8432,-0.8167367,-2.20368,0.16937514,2.3710001
162,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)C1CCC1,0.71203452,3.0136154,12,161.82382,-86944.945,-78430.453,-667170.13,579.53143,-2.4710693,998.85974,20.40411,-3.4393325,-3.2915764,0.88736999,0.11262998,0.72076786,20.089788,-652408.75,0.63531625,3.6638982,0.2369045,1.6967688,13.0,990.5,68.5,0.46927476,1,3.1243138,4.4107962,0.0,113.21043,31.225492,0.47499028,2.7860186,52.465412,7.7134986,0,11.190562,36.150303,0.0,316.82455,-0.84663576,-2.2042873,0.054200001,2.29
163,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1c(C)ncs1,0.76641732,2.8750925,12,234.87318,-95991.156,-85369.344,-733323.13,596.53931,-0.44816315,960.82965,30.381945,-2.8037159,-2.7523012,0.75994992,0.24005009,0.60627377,30.222893,-723290.88,0.7193777,2.5402606,0.17615469,2.0749493,17.625,1130.0,83.75,0.49210057,1,19.909843,27.977365,0.0,56.605217,30.987358,0.50375915,3.2002707,54.465031,8.5895061,0,11.190562,27.44899,0.0,351.72147,-0.83790839,-2.2042859,0.12738866,1.747
164,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1ccccc1,0.71164924,2.8741088,13,177.62315,-92163.43,-83169.828,-703014.81,603.65625,-2.4990001,4401.6577,19.778009,-3.0155752,-2.8465309,0.74810171,0.25189829,0.70575452,20.140263,-698226.19,0.91797209,3.0044031,0.18183099,1.8215742,11.5,1084.75,77.0,0.43011114,1,3.1243138,27.047791,0.0,56.605217,31.534597,0.4740386,2.783844,54.651825,9.087347,0,24.140093,64.213699,0.0,345.67291,-0.83718348,-2.2042866,0.13805795,3.1589999
165,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1ccncc1,0.72826391,2.8739452,13,193.43457,-93656.914,-83815.461,-702874.13,598.93665,0.94817066,831.02356,26.605169,-2.8494828,-2.747225,0.79476839,0.20523164,0.6770367,25.731974,-693669.56,0.85043108,1.4070961,0.13237117,2.0854287,21.25,1095.875,77.375,0.44896051,1,19.909843,27.047791,0.0,56.605217,31.930523,0.47722527,2.8761964,53.325031,9.087347,0,24.140093,27.44899,0.0,343.81723,-0.83709115,-2.2042863,0.14321046,1.927
166,O=C(N1Cc2c(NCCCC)nc(N)nc2CC1)c1nc(C)sc1,0.76641732,2.8546689,13,178.46159,-95749.953,-85059.695,-689976.88,628.69879,-0.036394998,1255.5305,2.0137331,-2.646878,-2.556392,0.69445872,0.30554128,0.71614134,2.084162,-686204.75,0.82194114,3.1461802,0.1144271,1.9491515,30.75,1113.5,47.125,0.42889032,0,53.480904,33.49086,0.0,37.736813,11.270019,0.48235509,2.8914397,53.131447,8.5895061,1,12.949531,41.679955,0.0,345.5748,-0.83775175,-1.3352073,0.10179329,0.72899997
167,O=C(N1Cc2c(NCCCC)nc(N)nc2CC1)c1nc(N)sc1,0.78555977,2.854589,13,262.36423,-97247.102,-85709.445,-702594.69,605.59998,0.45280701,3942.8086,3.4174027,-2.8019471,-2.7571814,0.6820116,0.3179884,0.56676978,3.9356325,-696793.44,0.85642123,3.2623317,0.092329048,2.2082438,40.125,1173.625,80.25,0.54107314,0,53.480904,32.561287,0.0,37.736813,13.684081,0.49019003,2.9886491,51.804653,8.5895061,1,12.949531,41.679955,0.0,342.41113,-0.83780837,-1.3352394,0.14552276,0.092
168,O=C(N1Cc2c(NCCCC)nc(N)nc2CC1)c1ncccc1,0.72826391,2.8540621,13,179.82581,-93411.578,-83502.055,-680680.5,601.84296,-0.488965,788.31805,2.9648552,-2.6244564,-2.5816789,0.74436921,0.25563076,0.70120811,2.394047,-673544.13,0.799308,2.856786,0.11050751,1.8995743,29.25,1083.375,45.5,0.45877036,0,53.480904,32.561287,0.0,37.736813,11.536285,0.46812126,2.7726214,51.991447,9.087347,1,12.949531,39.703896,0.0,337.67056,-0.8377316,-1.3352073,0.14043167,0.55199999
169,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1ncoc1,0.76067674,2.8729393,12,240.15099,-94541.492,-84407.945,-680505.69,571.46332,3.6487269,3806.314,18.620773,-3.0428832,-2.994544,0.8275032,0.17249678,0.57976133,19.621849,-672933.44,0.85452521,1.3721079,0.13981688,2.0591862,17.5,1041.875,77.5,0.55208975,1,19.909843,26.618963,0.0,56.605217,31.886852,0.47011784,2.7748175,49.273445,8.3927336,0,24.140093,27.44899,2.503756,325.78036,-0.83551967,-2.2042854,0.080466226,0.75599998
170,O=C(N1Cc2c(NCCCC)nc(N)nc2CC1)c1ncsc1,0.77739888,2.8543367,12,203.65913,-92134.336,-81609.734,-677833.38,539.76147,0.137888,2318.2612,3.4081185,-2.8568251,-2.7890007,0.68204683,0.3179532,0.6226868,4.0409493,-665084.44,0.73751354,4.9997597,0.13328221,2.2469532,32.5,1023.0,53.125,0.50841898,0,53.480904,32.561287,0.0,37.736813,11.031398,0.47658285,2.7955127,50.037861,8.3927336,1,12.949531,41.679955,0.0,328.34271,-0.83768791,-1.3352066,0.16251233,0.235
171,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1nocc1,0.76274931,2.8730044,12,194.62251,-94510.281,-84367.797,-679566.19,581.3045,-1.2784841,1840.6906,19.625637,-2.7749622,-2.6826525,0.7729668,0.2270332,0.66519696,21.942827,-672739.75,0.60889846,2.3938413,0.17254719,1.9792024,17.625,1060.125,74.625,0.51372588,1,22.720911,26.618963,0.0,56.605217,31.419981,0.46872473,2.7715764,49.273445,8.3927336,0,24.140093,38.334251,5.9023595,323.64066,-0.83508182,-2.2042854,0.13241386,1.449
172,O=C(N1Cc2c(NCCCC)nc(N)nc2CC1)c1sc(N)nc1,0.78555977,2.8554003,13,275.97391,-97250.031,-85708.859,-704277.63,616.84772,-0.033346001,553.4054,4.7005916,-2.8893645,-2.8303485,0.7160784,0.2839216,0.55260611,4.6833773,-697569.81,0.66742343,1.6826097,0.092478774,2.1700144,38.875,1179.0,84.25,0.54107314,0,53.480904,31.162941,0.0,37.736813,13.431872,0.62362844,4.2449012,51.804653,8.5895061,1,0.0,27.44899,0.0,342.41113,-0.84025335,-1.3352383,0.14377838,0.0099999998
173,O=C(N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1)c1sccc1,0.75898027,2.8744256,12,173.2411,-90882.703,-81274.516,-665855.63,590.15167,1.2512394,2429.4033,25.809677,-2.7014568,-2.6810818,0.68452489,0.31547508,0.70644647,25.823973,-658713.94,0.8117153,1.3923095,0.16615082,1.9271306,17.875,1107.25,77.5,0.4420394,1,3.1243138,25.220617,0.0,56.605217,30.366741,0.47550386,2.7871871,52.698238,8.3927336,0,11.190562,51.958797,0.0,336.34506,-0.83795661,-2.2042854,0.13256109,2.6889999
174,O=C(N1Cc2c(N[C@H](CCO)CCC)nc(N)nc2CC1)c1nc(C)sc1,0.76656562,2.904166,13,190.43846,-110385.05,-98726.594,-874460.06,643.22308,0.54045564,484.87607,3.5490367,-2.9807289,-2.8920791,0.67269057,0.32730946,0.70393091,3.9587791,-862809.94,0.80387443,4.2852578,0.10297175,2.1182935,31.5,1124.25,49.0,0.40059343,0,78.866127,33.49086,0.0,56.605217,13.258462,0.47799736,2.8798797,60.120617,10.15625,1,12.949531,41.679955,7.7675405,390.06891,-0.83766967,-1.3352158,0.095095843,0.59799999
175,O=C(N1CC=2C(=[N+][C@H](CCO)CCC)NC(N)=[N+]C=2CC1)c1sccc1,0.75999689,2.8924646,12,173.78899,-105536.43,-94959.227,-844743.5,628.30658,0.46276894,1358.6349,19.172163,-2.9031198,-2.7691066,0.70793504,0.29206496,0.72340095,19.774765,-835808.63,0.9176017,3.4165816,0.15857741,1.9169868,13.125,1123.25,66.125,0.41152048,1,28.509541,25.220617,0.0,75.473625,32.229355,0.47114357,2.7759905,59.687412,9.9722996,0,11.190562,51.958797,7.7675405,380.83917,-0.83795476,-2.2045145,0.1236499,2.5580001
176,O=C(N1CC=2C(=[N+][C@H](CCO)CCCC)NC(N)=[N+]C=2CC1)c1nc(C)sc1,0.75776261,2.9003191,14,188.89499,-114258.13,-102511.2,-952818.5,671.88,-1.7828265,3596.0317,19.537004,-2.9956136,-2.9674776,0.73065168,0.26934832,0.71885604,20.781311,-937487.06,0.70742005,3.6774633,0.17378849,1.9436879,16.5,1195.625,64.5,0.41379195,1,45.295071,27.548538,0.0,94.342026,33.479996,0.47786266,2.879478,64.547791,10.857822,0,24.140093,41.679955,7.7675405,413.44766,-0.83529031,-2.2045295,0.083127938,2.3759999
177,O=C(N1CC=2C(=[N+][C@H](CCO)CCCC)NC(N)=[N+]C=2CC1)c1sccc1,0.7512427,2.9005802,13,167.6958,-109144.95,-98407.492,-912973.31,645.39349,-0.29305235,1520.3997,18.116955,-3.58237,-3.4959161,0.73043174,0.26956826,0.74016505,17.566132,-885356.38,0.9044292,3.4825466,0.19406927,1.852116,12.375,1148.375,58.375,0.3937062,1,28.509541,25.220617,0.0,94.342026,32.289501,0.47101253,2.7756178,62.780998,10.683761,0,11.190562,51.958797,7.7675405,398.07126,-0.83795667,-2.204529,0.12364279,3.0
178,O=C(N1Cc2nc(N)[n+]c(NCCCC)c2CC1)c1ccccc1,0.71164924,2.856952,14,180.35965,-92081.344,-83051.883,-686250.44,615.8811,3.351253,3557.3374,13.520175,-2.7049396,-2.6268826,0.72740054,0.27259949,0.70715183,13.46132,-677890.13,0.76521534,5.4739799,0.15222207,1.8668469,22.0,1094.375,60.875,0.42459935,0,19.909843,32.990112,0.0,37.736813,20.658276,0.41557455,2.6294339,53.985031,9.087347,1,12.949531,64.213699,0.0,342.59958,-0.83413053,-1.4176719,0.1681007,2.3180001
179,O=C(NC(C)C)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70651275,2.7855468,11,212.90608,-86284.891,-77728.625,-648420.25,583.84851,-1.1575183,1500.832,16.656286,-3.1816545,-3.082902,0.73302317,0.2669768,0.63534015,17.586185,-642708.94,0.58493489,2.7063878,0.17638288,1.64239,15.625,1026.25,82.625,0.57843304,0,0.0,30.233366,0.0,37.736813,31.207075,0.5351088,3.0601294,51.131824,8.7408953,0,24.140093,39.703896,0.13689101,331.20898,-0.83880848,-2.2037044,0.13559428,3.4909999
180,O=C(NC)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71427488,2.7771893,10,183.65189,-79069.852,-70828.547,-555921.31,530.79785,-2.0723238,1392.9994,13.538988,-2.827419,-2.7620237,0.77534759,0.22465241,0.65400785,14.809071,-551692.94,0.60638326,1.9516363,0.16280571,1.8280326,14.375,977.0,80.0,0.50865561,0,0.0,30.233366,0.0,37.736813,31.251064,0.53482676,3.0594242,44.944653,7.8520408,0,24.140093,39.703896,0.13689101,296.74481,-0.83989644,-2.2036991,0.15444611,2.688
181,O=C(NCc1ccccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70921725,2.7776091,14,185.88766,-98047.445,-88634.305,-787772.81,587.02942,1.1621853,2098.8103,22.063419,-3.2886558,-3.2293785,0.71140689,0.28859308,0.6833418,24.842766,-781931.94,0.71854013,3.5264306,0.194719,1.9676163,13.75,1103.625,86.25,0.44693354,0,0.0,33.418941,0.0,37.736813,32.141521,0.53312343,3.0553529,58.171825,10.518627,0,24.140093,100.97842,0.13689101,367.24304,-0.82955271,-2.2037032,0.16416207,4.4759998
182,O=C(N[C@@H](C)c1c(OC)cccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71255022,2.7813706,14,188.32803,-112684.68,-102294.11,-979786.94,645.07245,-1.4662498,1666.8417,22.611904,-3.3504672,-3.2456877,0.74597937,0.25402063,0.70805132,24.236488,-971262.44,0.75015175,3.2318528,0.20354135,1.7545525,18.375,1146.875,83.875,0.42076722,0,10.999887,33.418941,0.0,41.718781,33.462811,0.53283471,3.054671,65.160995,11.571428,0,24.140093,76.468605,2.6406472,416.71094,-0.82820696,-2.2037065,0.15573634,4.8920002
183,O=C(N[C@@H](C)c1cc(OC)ccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.71255022,2.7808404,15,202.32004,-112679.61,-102293.95,-956406.81,665.13934,2.0947843,1876.4113,24.200228,-2.9270072,-2.8323231,0.75030124,0.24969879,0.69582307,25.2516,-949151.63,0.77764612,2.8287976,0.14520267,1.8219166,25.0,1201.5,87.0,0.42076722,0,10.999887,33.418941,0.0,41.718781,33.442684,0.53323245,3.0556376,65.160995,11.571428,0,24.140093,64.213699,2.6406472,416.71094,-0.82890481,-2.2037063,0.15696226,4.9310002
184,O=C(N[C@@H](C)c1ccccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70283872,2.7806144,14,184.68521,-101653.06,-92083.586,-827286.25,650.12885,0.91854918,1367.0836,25.206556,-3.1109462,-3.0332298,0.6857723,0.31422773,0.71592522,26.636877,-821562.38,0.72692752,4.2490358,0.20215818,1.7351859,15.125,1188.125,77.875,0.44953373,0,0.0,33.418941,0.0,41.718781,32.183414,0.5333975,3.0560246,61.265411,10.683761,0,24.140093,100.97842,0.13689101,384.47513,-0.82885903,-2.2037055,0.16073875,4.9380002
