,mol,density,BCUT_SMR_3,diameter,ASA_P,MNDO_E,PM3_E,AM1_Eele,ASA,dipoleX,pmiX,PM3_dipole,vsurf_EDmin1,vsurf_EDmin3,FASA+,FASA-,FASA_H,MNDO_dipole,MNDO_Eele,npr2,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_W6,vsurf_Wp1,vsurf_Wp4,Q_VSA_FPOL,reactive,SMR_VSA1,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,h_emd,h_pavgQ,h_pstates,apol,Kier2,mutagenic,PEOE_VSA+5,PEOE_VSA-1,PEOE_VSA-6,vdw_area,GCUT_PEOE_0,GCUT_SLOGP_0,GCUT_SLOGP_2,logP(o/w)
0,Clc1c(C)cccc1N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.72505701,2.8844924,12,153.74876,-93247.344,-84066.328,-718895.38,621.95758,3.2412968,1948.5695,24.202961,-2.7418754,-2.7170622,0.72191417,0.27808586,0.75279862,24.756021,-710617.94,0.85676461,5.5898089,0.33470923,1.7486956,9.75,1119.5,81.0,0.37759662,1,0.0,3.185575,3.5006065,56.605217,29.597403,0.52434683,2.8874502,56.696617,8.5895061,0,11.190562,81.540749,0.0,358.46097,-0.82364267,-2.204288,0.13186494,4.4640002
1,Clc1c(Cl)cccc1N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.78141004,2.8837554,12,164.23853,-97481.859,-87559.273,-730901.56,616.58264,5.066412,3001.729,31.237143,-2.9710429,-2.9653952,0.65438342,0.34561661,0.73363096,32.431061,-718180.69,0.73542488,6.7789545,0.34964141,1.8818799,15.5,1146.625,82.5,0.37722901,1,0.0,0.0,7.0012131,56.605217,29.255537,0.52485877,2.8883796,55.116238,8.5895061,0,11.190562,98.86779,0.0,358.81027,-0.82322687,-2.2042873,0.181145,4.7579999
2,Clc1c(N2CC=3C(=[N+]CCCC)NC(N)=[N+]C=3CC2)c(Cl)ccc1,0.78141004,2.8844304,12,154.2545,-97489.281,-87563.75,-735608.56,601.3819,-1.9463387,1514.8723,26.01829,-2.6531641,-2.6128471,0.65579152,0.34420845,0.74349993,24.378052,-729110.81,0.84244406,5.4521523,0.33969802,1.8583753,9.25,1095.25,80.25,0.37722901,1,0.0,0.0,7.0012131,56.605217,29.310282,0.52367723,2.8862267,55.116238,8.5895061,0,11.190562,98.86779,0.0,358.81027,-0.82036167,-2.2042873,0.18539868,4.7579999
3,Clc1c(N2CC=3C(=[N+]CCCC)NC(N)=[N+]C=3CC2)cccc1,0.73315024,2.8834751,12,150.86629,-89640.0,-80613.883,-670500.19,593.35223,1.300169,741.27277,20.933912,-2.8831348,-2.8515007,0.71542591,0.28457409,0.7457391,19.63802,-665653.13,0.85073382,5.2985053,0.3226181,1.804608,10.25,1076.875,79.25,0.39666528,1,0.0,0.0,3.5006065,56.605217,29.450872,0.52436751,2.8874888,53.603031,8.3927336,0,11.190562,81.540749,0.0,341.22888,-0.82353044,-2.2042875,0.14223866,4.1680002
4,FC(F)(F)CCCNc1c(OC)cnc(N)n1,0.88134569,2.7986908,9,228.3717,-90520.133,-81442.797,-471450.44,450.95105,-0.091827206,1248.8534,1.8925214,-2.6303937,-2.5972013,0.67891437,0.32108563,0.49357763,3.8344774,-469626.53,0.85214067,2.2366261,0.1068745,2.3275764,28.125,730.0,41.625,0.54364759,0,89.451286,0.0,0.0,37.736813,10.417337,0.018706478,1.1003852,31.38131,6.8052931,1,0.0,0.0,2.503756,241.60841,-0.80836701,-1.3351703,0.26019999,0.87676001
5,FC(F)(F)Oc1ccc(N2CC=3C(=[N+]CCCC)NC(N)=[N+]C=3CC2)cc1,0.79227066,2.8827956,15,266.89087,-125023.95,-113303.56,-878616.31,647.72156,-2.0957983,1455.1418,38.62495,-2.643605,-2.6181505,0.65863544,0.34136453,0.58795434,39.019062,-870978.56,0.85893673,2.0850182,0.19435608,2.1330965,10.375,1093.875,79.125,0.51171291,1,55.880226,0.0,0.0,56.605217,30.242411,0.52514166,2.8888898,55.656033,9.6668653,0,11.190562,27.44899,0.0,369.11084,-0.82700968,-2.204288,0.17794897,4.9767599
6,FC(F)(F)c1ccc(N2CC=3C(=[N+]CCCC)NC(N)=[N+]C=3CC2)cc1,0.77631354,2.8830733,14,260.1658,-117585.93,-106522.33,-832091.56,622.09521,0.020485608,583.79364,31.94903,-2.9486587,-2.8989899,0.66550148,0.33449852,0.58179098,36.10125,-816350.19,0.83774608,4.194684,0.246408,2.0786638,9.625,1054.0,77.25,0.50867391,1,44.880341,3.185575,7.7595162,56.605217,30.518953,0.52168316,2.8825533,54.854031,9.0,0,11.190562,27.44899,0.0,354.10712,-0.82706517,-2.204288,0.19143793,4.5127602
7,FC(F)(F)c1nc(N)c2NC(=O)N(CCCOC)c2c1,0.89970082,2.8438015,10,263.55447,-103839.28,-93680.406,-603315.94,473.62006,0.097680002,976.30164,1.3288051,-2.9325886,-2.8001614,0.63061976,0.36938027,0.44353187,1.5302804,-598752.19,0.71872199,3.0071113,0.067797124,2.4100096,28.75,748.25,50.0,0.48290354,0,61.665871,2.7567475,7.7595162,18.868406,10.702804,-0.00011025376,1.0018178,35.703308,6.405827,0,0.0,0.0,2.6406472,264.65082,-0.81867558,-1.3347197,0.26019999,0.51375997
8,FC(F)(F)c1nc(N)c2NC(=O)N(C[C@H]3COCCC3)c2c1,0.88454944,2.9646144,10,267.08942,-110394.11,-99863.484,-685909.5,500.06693,-0.35037199,1122.3204,1.8962916,-2.6890047,-2.6113811,0.62452346,0.37547657,0.46589267,2.2230802,-680373.88,0.76396072,4.3077531,0.070391402,2.3276525,28.25,802.875,48.375,0.47013846,0,61.665871,7.1675434,7.7595162,37.736813,10.78273,-0.00011154612,1.0018283,40.556896,6.4814816,0,0.0,0.0,2.6406472,271.83655,-0.81554145,-1.3347243,0.26019999,0.89076
9,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(N4C(C[N+]5CCN(C)CC5)CCC4)[n+]ccc3)c2c1,0.79120928,3.0412023,16,267.57251,-156374.64,-140692.88,-1455993.4,649.7948,0.31436005,1793.3168,14.843854,-2.5399644,-2.4972568,0.74034905,0.25965092,0.58822,15.05673,-1427217.0,0.76504242,3.6249814,0.086814299,2.0668995,38.25,1102.25,85.75,0.50256377,0,64.790184,5.9423227,7.7595162,37.736813,34.559986,1.0606126,1.9365981,72.423584,11.00654,0,11.190562,0.0,0.13689101,476.71396,-0.87954968,-2.2601802,0.20311026,1.57776
10,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(N4CC[N+](CCCOC)CC4)nccc3)c2c1,0.80925691,2.9780018,17,283.46094,-152043.72,-137043.36,-1257386.5,683.50195,-0.70942575,1209.407,14.728302,-3.4107759,-3.1827455,0.73291999,0.26707998,0.58528143,16.330872,-1231472.3,0.79915625,3.5170724,0.074863046,2.1592951,34.875,1180.25,66.25,0.51085114,0,78.451401,5.9423227,7.7595162,18.868406,27.421675,0.80136174,1.9981302,65.938408,11.372781,0,0.0,12.254904,2.6406472,455.01889,-0.88169253,-2.2600167,0.25647557,0.91276002
11,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(N4CC[N+](CCOC)CC4)nccc3)c2c1,0.81965971,2.9717968,16,300.78949,-148433.08,-133590.67,-1150669.1,685.85004,4.2670813,5356.4746,23.631741,-3.214288,-3.0651774,0.72400254,0.27599746000000003,0.56143546,24.54941,-1136285.6,0.92216355,4.0837941,0.073336259,2.2184184,31.5,1187.5,66.625,0.53095919,0,78.451401,5.9423227,7.7595162,0.0,27.290777,0.67371315,2.2898405,62.844826,10.726644,0,0.0,12.254904,2.6406472,437.7868,-0.87795359,-2.2600586,0.25647557,0.47075999
12,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(N4[C@H](C[N+]5CCCC5)CCC4)[n+]ccc3)c2c1,0.79888171,3.0495117,14,308.63339,-147688.45,-133158.7,-1224122.5,701.43976,3.342936,1214.2437,29.463945,-2.9647682,-2.8867135,0.69999111,0.30000889,0.56000012,32.843441,-1202724.4,0.8679477,6.960865,0.13236062,2.0137827,27.875,1204.375,80.625,0.5549705,0,61.665871,5.9423227,7.7595162,75.473625,33.921654,1.0251398,1.2341371,67.563202,10.165951,0,11.190562,0.0,0.13689101,431.69708,-0.88205564,-2.258682,0.2448255,2.58476
13,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(NCCOC)nccc3)c2c1,0.85961574,2.8024461,13,281.21661,-129420.41,-116232.43,-891551.38,593.91193,-0.307697,2161.5627,2.001317,-3.6261141,-3.4817693,0.67757756,0.32242247,0.52650112,3.130645,-880168.69,0.86541432,3.8419318,0.065708771,2.2265537,35.5,1002.75,52.125,0.51224637,0,78.451401,5.9423227,7.7595162,0.0,13.780261,0.039860133,1.1858628,49.37048,9.212018,0,0.0,12.254904,2.6406472,351.03131,-0.81624985,-1.3347232,0.26019999,0.67776
14,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c(OCC[N+]4CCCC4)nccc3)c2c1,0.83075672,2.9821208,14,253.69923,-139742.36,-126056.04,-1122437.6,575.88995,0.59172565,2276.7432,13.270177,-3.6007767,-3.3302543,0.68173391,0.31826609,0.55946577,15.1698,-1091348.3,0.85719514,2.3432307,0.091668583,2.1591668,35.125,1002.625,71.25,0.52911699,0,89.451286,5.9423227,7.7595162,37.736813,25.947832,0.97181129,1.1408142,57.984447,9.8680553,0,0.0,12.254904,2.6406472,392.76993,-0.88345563,-2.2585402,0.26019999,1.47776
15,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(N4C(CN5CC[N+](C)CC5)CCC4)[n+]cc3)c2c1,0.79120928,3.0332589,17,332.43082,-156402.58,-140714.22,-1341252.0,730.65527,0.82151461,2407.3818,31.114305,-3.5156331,-3.3006227,0.76046306,0.23953697,0.54502368,35.187424,-1314866.8,0.82984674,4.5417886,0.11850987,2.027,34.625,1258.625,80.625,0.52363795,0,64.790184,5.9423227,7.7595162,37.736813,35.097847,1.0710399,1.9953368,72.423584,11.00654,0,11.190562,0.0,0.13689101,476.71396,-0.88573903,-2.2598233,0.2001189,1.61676
16,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(N4CC[N+](CCCOC)CC4)ncc3)c2c1,0.80925691,2.9761426,18,307.32797,-152041.22,-137044.23,-1202682.8,706.88263,3.4590244,7602.1406,20.472153,-3.8525958,-3.4882255,0.73680484,0.26319516,0.56523478,22.835718,-1190062.1,0.81920153,3.4958096,0.089910708,2.1997187,33.25,1189.25,71.75,0.51085114,0,78.451401,5.9423227,7.7595162,18.868406,27.38306,0.8215065,2.005106,65.938408,11.372781,0,0.0,0.0,2.6406472,455.01889,-0.8817212,-2.2600162,0.25647557,0.95175999
17,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(N4CC[N+](CCOC)CC4)ncc3)c2c1,0.81965971,2.9697089,17,292.70078,-148438.61,-133597.33,-1181080.0,666.32001,1.0320009,1592.9143,14.486027,-3.854044,-3.6690636,0.73615628,0.26384374,0.56072044,15.678411,-1163563.8,0.74943149,3.8832865,0.073943228,2.3044236,30.125,1142.375,67.125,0.53095919,0,78.451401,5.9423227,7.7595162,0.0,27.252239,0.69914162,2.317286,62.844826,10.726644,0,0.0,0.0,2.6406472,437.7868,-0.877985,-2.2600582,0.25647557,0.50976002
18,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(N4[C@H](C[N+]5CCCC5)CCC4)[n+]cc3)c2c1,0.79888171,3.0484922,15,333.72156,-147685.97,-133154.36,-1184421.3,715.27527,3.3826714,1938.7412,35.271523,-3.4520152,-3.3240616,0.71120048,0.28879949,0.53343618,36.686779,-1180217.4,0.85569906,6.9304242,0.12491381,2.071449,27.0,1232.625,85.125,0.5549705,0,61.665871,5.9423227,7.7595162,75.473625,33.945969,1.0350245,1.2810397,67.563202,10.165951,0,11.190562,0.0,0.13689101,431.69708,-0.88205618,-2.2586799,0.2448255,2.62376
19,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(NCCOC)ncc3)c2c1,0.85961574,2.7959571,14,327.90442,-129422.41,-116237.29,-869414.69,602.15784,-0.032655999,5826.8115,3.2312284,-3.4632485,-3.379674,0.65865976,0.34134027,0.45545107,2.9283152,-860386.5,0.88704491,2.4035642,0.057896733,2.3516519,43.0,1028.5,65.375,0.51224637,0,78.451401,5.9423227,7.7595162,0.0,13.721782,0.048143931,1.2163483,49.37048,9.212018,0,0.0,0.0,2.6406472,351.03131,-0.81624782,-1.3347207,0.26019999,0.71675998
20,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cc(OCC[N+]4CCCC4)ncc3)c2c1,0.83075672,2.9819992,15,315.5603,-139743.53,-126054.3,-999636.38,676.83392,5.1952024,6734.585,31.426699,-3.4711626,-3.3077137,0.6869415,0.31305847,0.53377002,32.382931,-992582.56,0.96538168,4.4353495,0.076393016,2.1502686,32.875,1173.0,66.0,0.52911699,0,89.451286,5.9423227,7.7595162,37.736813,25.913164,0.97260511,1.1379166,57.984447,9.8680553,0,0.0,0.0,2.6406472,392.76993,-0.88345653,-2.2585378,0.26019999,1.51676
21,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3ccccc3)c2c1,0.87171882,2.7935517,10,260.97748,-104571.66,-94375.969,-636329.44,478.68204,-0.063470997,1419.349,2.1958239,-2.9648094,-2.9276443,0.52077764,0.47922239,0.45479995,2.5864518,-630440.69,0.61964345,4.6881723,0.10622579,2.3113375,28.25,820.25,49.75,0.51588696,0,61.665871,5.9423227,7.7595162,0.0,9.8862829,-0.00012693909,1.0019612,38.847721,6.4814816,0,0.0,61.274521,0.13689101,268.4491,-0.80358225,-1.334718,0.26039132,1.9417599
22,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(C)nc3)c2c1,0.90097743,2.7914853,11,293.49582,-111186.9,-99130.211,-687453.56,493.64441,-0.13905554,795.4682,2.677124,-3.1029418,-3.0200405,0.56635845,0.43364155,0.40545094,2.7242336,-683256.94,0.61816776,2.4573886,0.060476083,2.5111916,34.375,859.875,50.375,0.57114309,0,95.236931,8.2702427,7.7595162,0.0,11.043054,0.00087619666,1.0099293,39.287724,6.7188368,0,0.0,0.0,0.13689101,281.96979,-0.80223757,-1.3347191,0.26019999,-0.10424
23,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N(CC[N+](C)C)C)cc3)c2c1,0.81049454,2.8425956,15,332.86868,-134455.8,-120651.35,-991901.38,641.03882,-0.50240922,1597.528,27.568619,-3.5028031,-3.4062133,0.71674544,0.28325459,0.48073554,29.05942,-982769.75,0.85986942,6.1556807,0.11300386,2.0939574,28.375,1100.75,67.0,0.56804866,0,78.451401,5.9423227,7.7595162,0.0,26.585487,1.0227481,1.2029039,57.18924,9.6465025,0,0.0,12.254904,0.13689101,416.94241,-0.88643634,-2.2595737,0.26019999,0.90575999
24,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N(CC[N+](CC)CC)C)cc3)c2c1,0.78970116,2.8920505,16,323.81732,-141669.22,-127551.09,-1119697.1,667.99536,4.2977967,4282.543,22.448788,-3.0877686,-2.9635046,0.67673367,0.32326633,0.51524019,24.36628,-1100673.4,0.85820609,6.8203554,0.11406919,2.0429735,28.25,1131.5,61.375,0.56323105,0,78.451401,5.9423227,7.7595162,0.0,26.364994,1.0236971,1.1982231,63.376411,10.950521,0,0.0,12.254904,0.13689101,451.40659,-0.88238412,-2.2596626,0.26019999,1.58776
25,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N(CC[N+]4CCCCC4)C)cc3)c2c1,0.79622847,2.9851332,17,300.45886,-144622.06,-130282.91,-1142058.9,684.02185,0.010957268,962.90479,23.535599,-3.6157749,-3.5522025,0.70670128,0.29329869,0.56074667,24.871189,-1133871.0,0.8658852,5.9532642,0.11529233,2.0741978,28.625,1163.375,69.5,0.49259856,0,78.451401,5.9423227,7.7595162,56.605217,26.110285,1.0215268,1.2108076,65.136414,10.726644,0,0.0,12.254904,0.13689101,440.01517,-0.88217574,-2.2597649,0.26019999,1.87976
26,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N(CCN4CC[N+](C)CC4)C)cc3)c2c1,0.79753089,2.970866,18,330.5665,-149706.02,-134364.7,-1189424.5,712.12488,7.3645048,7652.7451,36.077484,-3.292877,-3.1355035,0.74181217,0.25818783,0.53580266,36.641903,-1187029.4,0.87080437,4.5093303,0.076789379,2.2010174,36.25,1228.125,64.875,0.48481664,0,81.575714,5.9423227,7.7595162,0.0,27.071821,1.0535989,1.8398647,66.903206,10.947668,0,0.0,12.254904,0.13689101,467.79996,-0.88622028,-2.2598217,0.25461337,0.43076
27,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3c[n+]c(N4C(C[N+]5CCN(C)CC5)CCC4)cc3)c2c1,0.79120928,3.0398657,18,265.20508,-156385.19,-140695.23,-1390221.0,659.95166,4.2694612,4368.1714,26.404699,-3.4014313,-3.0670567,0.7277922,0.27220777,0.59814471,26.148375,-1335421.0,0.87811083,5.9505138,0.13360256,2.1338289,26.25,1112.625,57.25,0.50256377,0,64.790184,5.9423227,7.7595162,37.736813,34.630871,1.0544773,1.9149119,72.423584,11.00654,0,11.190562,0.0,0.13689101,476.71396,-0.87954718,-2.2601748,0.20205295,1.57876
28,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CC[N+](C)CC4)cc3)c2c1,0.82926995,2.9506321,15,339.58978,-133798.98,-119931.99,-964204.81,630.05389,5.3725829,3866.6333,30.343224,-3.3780556,-3.3117459,0.70046097,0.29953903,0.46101472,31.286161,-963805.75,0.88223153,5.2782526,0.093883678,2.2756503,30.25,1104.25,64.875,0.61802173,0,78.451401,5.9423227,7.7595162,0.0,26.079039,0.92470282,1.5473307,55.855652,8.859375,0,0.0,12.254904,0.13689101,388.31891,-0.8840614,-2.2598417,0.2583378,0.55375999
29,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CC[N+](C)CC4)cc3)c2c1,0.82926995,2.9506321,15,339.14334,-133802.95,-119936.51,-975376.69,628.72101,-2.0097637,880.19312,26.440165,-3.2765565,-3.1832778,0.69605362,0.30394638,0.46058214,26.986225,-968716.19,0.81901407,5.5276775,0.089211352,2.2522535,29.375,1086.375,64.375,0.61802173,0,78.451401,5.9423227,7.7595162,0.0,26.079039,0.92470282,1.5473309,55.855652,8.859375,0,0.0,12.254904,0.13689101,388.31891,-0.8840614,-2.2598417,0.2583378,0.55375999
30,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CC[N+](CCCOC)CC4)cc3)c2c1,0.80925691,2.9758492,19,314.04388,-152048.03,-137044.8,-1184511.4,720.87939,4.3415504,8349.4697,20.853333,-3.3654754,-3.22279,0.72784728,0.27215272,0.56436002,21.900766,-1172631.5,0.84503347,5.0433865,0.074625328,2.2412729,29.875,1218.125,66.25,0.51085114,0,78.451401,5.9423227,7.7595162,18.868406,27.449377,0.8464787,1.7915419,65.938408,11.372781,0,0.0,12.254904,2.6406472,455.01889,-0.88172334,-2.2600143,0.25647557,0.91376001
31,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CCN(CC[N+](C)C)CC4)cc3)c2c1,0.79753089,2.9591794,18,356.8544,-149711.61,-134368.14,-1170084.4,731.56165,4.2698674,3730.0942,41.804188,-3.4430802,-3.3061821,0.74448407,0.25551593,0.51220185,42.478188,-1160070.8,0.92261571,5.9040751,0.083274007,2.1509016,35.25,1252.0,67.0,0.53449321,0,81.575714,5.9423227,7.7595162,0.0,27.351963,1.0748936,1.4546622,66.903206,10.947668,0,0.0,12.254904,0.13689101,467.79996,-0.88666153,-2.2595887,0.25461337,0.43076
32,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CC[N+](CCOC)CC4)cc3)c2c1,0.81965971,2.9693756,18,289.8111,-148435.69,-133596.38,-1151724.5,643.47839,3.2470055,5568.0376,18.341047,-3.6536391,-3.5122299,0.72733021,0.27266979,0.54961801,20.892519,-1144603.6,0.8650775,4.2810535,0.097800739,2.2945478,25.25,1084.5,52.625,0.53095919,0,78.451401,5.9423227,7.7595162,0.0,27.318573,0.75339234,2.0581183,62.844826,10.726644,0,0.0,12.254904,2.6406472,437.7868,-0.87798733,-2.2600563,0.25647557,0.47176
33,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CC[N+](CCOC)CC4)cc3)c2c1,0.81965971,2.9693756,18,304.74722,-148438.7,-133594.45,-1140446.6,688.22791,0.61035103,999.00714,20.150288,-3.0576928,-2.8923695,0.72722417,0.27277583,0.55720013,21.495394,-1134196.0,0.85484707,4.0488334,0.068390496,2.2997668,30.125,1181.75,66.5,0.53095919,0,78.451401,5.9423227,7.7595162,0.0,27.318573,0.75339234,2.0581183,62.844826,10.726644,0,0.0,12.254904,2.6406472,437.7868,-0.87798733,-2.2600563,0.25647557,0.47176
34,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4CCOCC4)cc3)c2c1,0.86304647,2.8676395,14,312.1687,-132365.41,-118966.16,-920789.56,598.70258,-0.42205799,3118.9072,1.3785996,-3.4885919,-3.3216562,0.6654402,0.3345598,0.47859135,1.1013701,-910639.25,0.85010302,3.9176893,0.076837294,2.4761384,31.375,988.375,50.0,0.52690279,0,78.451401,5.9423227,7.7595162,0.0,12.977866,0.036604594,1.1728194,51.130482,8.6257086,0,0.0,12.254904,2.6406472,349.68674,-0.81079608,-1.334721,0.26019999,0.59476
35,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(N4[C@H](C[N+]5CCCC5)CCC4)cc3)c2c1,0.80251718,3.0481052,16,290.42358,-147583.75,-133022.55,-1196928.3,695.1311,-1.4706782,1644.5015,21.777525,-3.5610318,-3.5169377,0.68894738,0.31105259,0.58220315,23.984898,-1182889.4,0.77761501,6.0443864,0.13022916,2.030266,28.0,1191.375,66.125,0.51302987,0,78.451401,5.9423227,7.7595162,75.473625,25.94865,1.0206987,1.215203,66.896408,10.165951,0,0.0,12.254904,0.13689101,428.62375,-0.88496232,-2.2586706,0.24995033,2.09076
36,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCC[N+](C)C)cc3)c2c1,0.82523882,2.8196962,15,361.07425,-130862.86,-117217.3,-934938.44,633.06799,4.7750783,4287.4785,18.926449,-3.5737145,-3.4450729,0.69298214,0.30701789,0.42964384,23.33304,-934789.69,0.75517625,4.8287253,0.088612802,2.1432195,34.75,1126.0,83.625,0.6302861,0,78.451401,5.9423227,7.7595162,0.0,27.232737,1.0168744,1.1778498,54.095654,9.4276857,0,0.0,12.254904,0.13689101,389.66345,-0.886361,-2.2595568,0.26019999,0.63775998
37,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCC[N+](C)C)cc3)c2c1,0.82523882,2.8196962,15,343.67422,-130855.63,-117203.1,-948344.25,595.5379,-0.32258505,481.17117,25.989742,-3.1010935,-2.9806011,0.68599862,0.31400141,0.42291796,28.901737,-923155.0,0.89940542,2.7528846,0.077311546,2.3270164,38.5,1084.125,83.375,0.6302861,0,78.451401,5.9423227,7.7595162,0.0,27.232737,1.0168746,1.17785,54.095654,9.4276857,0,0.0,12.254904,0.13689101,389.66345,-0.886361,-2.2595568,0.26019999,0.63775998
38,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCC[N+]4CCCC4)cc3)c2c1,0.81977755,2.9864359,16,323.90329,-137424.0,-123391.55,-1039485.4,635.59857,1.9777224,1965.2284,21.619404,-3.127075,-3.0017698,0.68045706,0.31954297,0.49039641,23.067747,-1028423.1,0.80514604,6.1308875,0.099083737,2.2325366,28.25,1147.5,80.5,0.57017541,0,78.451401,5.9423227,7.7595162,37.736813,26.69471,1.0126511,1.2002864,58.949238,9.8680553,0,0.0,12.254904,0.13689101,395.50415,-0.88511932,-2.2585657,0.25507516,1.16976
39,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCC[N+]4CCCCC4)cc3)c2c1,0.80866188,2.9819779,17,329.55035,-141025.75,-126838.2,-1048275.4,688.50372,1.9821612,1508.9355,30.832335,-3.5004725,-3.3881261,0.6768778,0.32312217,0.52135283,31.321531,-1039824.4,0.86890125,5.7574396,0.080515519,2.2067411,42.0,1215.625,81.5,0.54637015,0,78.451401,5.9423227,7.7595162,56.605217,26.756735,1.0155874,1.1854382,62.042824,10.508121,0,0.0,12.254904,0.13689101,412.73621,-0.8821016,-2.2597482,0.26019999,1.61176
40,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCCO)cc3)c2c1,0.88068503,2.7937441,14,346.52917,-125829.73,-112799.05,-817249.13,568.14221,-0.70749998,2880.7944,2.365237,-3.4767909,-3.3266249,0.61025548,0.38974455,0.39006615,2.8292336,-814982.94,0.81596994,2.9701884,0.054284822,2.547168,42.0,985.375,70.125,0.59424376,0,103.83662,5.9423227,7.7595162,0.0,14.179478,0.034348618,1.1644266,46.276894,8.56633,0,0.0,12.254904,7.9044313,328.82544,-0.80886602,-1.3347204,0.26019999,0.066760004
41,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCCOC)cc3)c2c1,0.85961574,2.793916,15,329.63144,-129423.58,-116235.38,-871128.06,596.40472,0.406663,3725.5112,4.1445127,-3.4043682,-3.3529935,0.642905,0.35709497,0.44730246,4.011045,-866502.31,0.85909945,2.4748399,0.061617278,2.4333661,41.625,1025.0,65.5,0.51224637,0,78.451401,5.9423227,7.7595162,0.0,13.784365,0.034460071,1.164849,49.37048,9.212018,0,0.0,12.254904,2.6406472,351.03131,-0.81599724,-1.3347205,0.26019999,0.67875999
42,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(NCc4ccccc4)cc3)c2c1,0.82838231,2.7934208,16,302.34302,-133763.52,-120379.27,-952009.44,643.56714,0.16301,3137.6863,1.9725853,-3.1847208,-2.9123566,0.55132431,0.44867569,0.53020751,3.1465738,-939159.75,0.8627519,5.6560874,0.089158133,2.2361085,39.25,1130.625,60.625,0.47656283,0,78.451401,9.1278973,7.7595162,0.0,13.292115,0.035262939,1.167801,55.608482,9.8680553,0,0.0,73.529427,0.13689101,372.06165,-0.80643106,-1.3347207,0.26019999,2.5487599
43,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(OCC[N+](C)C)cc3)c2c1,0.83709133,2.7987106,15,356.19162,-133180.58,-119864.39,-942874.13,635.85687,-2.1745191,938.28491,32.254257,-3.4569774,-3.2548442,0.68415183,0.31584814,0.43982422,29.232452,-921807.19,0.83691925,4.7058535,0.079035215,2.1746786,39.125,1103.875,66.875,0.58903265,0,89.451286,5.9423227,7.7595162,0.0,26.519253,0.98138928,1.100317,53.130859,9.4276857,0,0.0,12.254904,2.6406472,386.92926,-0.88465279,-2.2595255,0.26019999,0.94676
44,FC(F)(F)c1nc(N)c2NC(=O)N(Cc3cnc(OCC[N+]4CCCC4)cc3)c2c1,0.83075672,2.9819803,16,316.17343,-139744.42,-126053.98,-1001849.1,674.74365,5.9248567,6909.606,29.861553,-3.4193988,-3.3766205,0.67004228,0.32995775,0.53141695,31.175724,-994660.88,0.85240704,5.2698507,0.081084192,2.1755955,32.75,1167.75,66.75,0.52911699,0,89.451286,5.9423227,7.7595162,37.736813,25.973591,0.97288495,1.1361334,57.984447,9.8680553,0,0.0,12.254904,2.6406472,392.76993,-0.88345116,-2.2585337,0.26019999,1.47876
